Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	Hit_Count	Bg_Count	Gene_Ratio	minus_log10_fdr	Term_clean	Term_wrapped
GO_Biological_Process_2023	Regulation Of Programmed Cell Death (GO:0043067)	3/195	0.0003808862037655615	0.0021855613120833	0	0	25.772135416666668	202.9042774143802	BAX;ATM;TP53	3	195	0.015384615384615385	2.6604370056346562	Regulation Of Programmed Cell Death	Regulation Of Programmed Cell Death
GO_Biological_Process_2023	Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991)	2/40	0.0004028203034890469	0.0022576672823455	0	0	80.75708502024291	631.279748139968	RB1;CDKN1A	2	40	0.05	2.6463400606786855	Negative Regulation Of Mitotic Cell Cycle Phase Transition	"Negative Regulation Of Mitotic Cell Cycle
Phase Transition"
GO_Biological_Process_2023	Protein Localization To Chromosome (GO:0034502)	2/40	0.0004028203034890469	0.0022576672823455	0	0	80.75708502024291	631.279748139968	RB1;ATR	2	40	0.05	2.6463400606786855	Protein Localization To Chromosome	Protein Localization To Chromosome
GO_Biological_Process_2023	Protein Phosphorylation (GO:0006468)	4/500	0.0004230841235854126	0.0023184994232276	0	0	14.288123167155426	110.98927668773436	CHEK2;CHEK1;ATM;ATR	4	500	0.008	2.6347930078074704	Protein Phosphorylation	Protein Phosphorylation
GO_Biological_Process_2023	Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199)	2/41	0.0004232945005062969	0.0023184994232276	0	0	78.68244575936883	611.161365521744	BAX;TP53	2	41	0.04878048780487805	2.6347930078074704	Regulation Of Release Of Cytochrome C From Mitochondria	"Regulation Of Release Of Cytochrome C From
Mitochondria"
GO_Biological_Process_2023	DNA Recombination (GO:0006310)	2/42	0.0004442668898982965	0.0024060296733817	0	0	76.71153846153847	592.1428914459784	RAD51;BRCA1	2	42	0.047619047619047616	2.618699020842199	DNA Recombination	DNA Recombination
GO_Biological_Process_2023	DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005)	2/43	0.000465736813527105	0.0024942793791118	0	0	74.83677298311444	574.139479895918	RAD51;ATR	2	43	0.046511627906976744	2.6030549036998014	DNA-templated DNA Replication Maintenance Of Fidelity	"DNA-templated DNA Replication Maintenance Of
Fidelity"
GO_Biological_Process_2023	Regulation Of DNA Recombination (GO:0000018)	2/44	0.000487703613586734	0.0025832213378989	0	0	73.05128205128206	557.074662869983	RAD51;CHEK1	2	44	0.045454545454545456	2.5878383806211693	Regulation Of DNA Recombination	Regulation Of DNA Recombination
GO_Biological_Process_2023	Regulation Of Telomerase Activity (GO:0051972)	2/45	0.0005101666330676	0.002672829534115	0	0	71.34883720930233	540.8793496929526	ATM;TP53	2	45	0.044444444444444446	2.5730287384952217	Regulation Of Telomerase Activity	Regulation Of Telomerase Activity
GO_Biological_Process_2023	Regulation Of Fibroblast Proliferation (GO:0048145)	2/46	0.0005331252155032125	0.0027630790738983	0	0	69.72377622377623	525.490965769041	CDKN1A;TP53	2	46	0.043478260869565216	2.5586066862502284	Regulation Of Fibroblast Proliferation	Regulation Of Fibroblast Proliferation
GO_Biological_Process_2023	Cellular Response To Mechanical Stimulus (GO:0071260)	2/48	0.0005805264461589512	0.0029454078636696	0	0	66.68561872909699	496.9129027392016	CASP8;CHEK1	2	48	0.041666666666666664	2.5308545580326287	Cellular Response To Mechanical Stimulus	Cellular Response To Mechanical Stimulus
GO_Biological_Process_2023	Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379)	2/48	0.0005805264461589512	0.0029454078636696	0	0	66.68561872909699	496.9129027392016	CDKN1A;TP53	2	48	0.041666666666666664	2.5308545580326287	Positive Regulation Of Reactive Oxygen Species Metabolic Process	"Positive Regulation Of Reactive Oxygen
Species Metabolic Process"
GO_Biological_Process_2023	Negative Regulation Of DNA Metabolic Process (GO:0051053)	2/49	0.0006049677843536496	0.0030374424172756	0	0	65.26350245499182	483.6244393301046	CDKN1A;ATR	2	49	0.04081632653061224	2.517491946511822	Negative Regulation Of DNA Metabolic Process	Negative Regulation Of DNA Metabolic Process
GO_Biological_Process_2023	Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	4/557	0.0006360305140024487	0.0031604815231874	0	0	12.777905638665132	94.04875909490356	CHEK2;BRCA1;BRCA2;TP53	4	557	0.00718132854578097	2.5002467443019554	Positive Regulation Of Nucleic Acid-Templated Transcription	"Positive Regulation Of Nucleic Acid-Templated
Transcription"
GO_Biological_Process_2023	Negative Regulation Of Gene Expression, Epigenetic (GO:0045814)	2/51	0.0006553286359164845	0.003190589924361	0	0	62.59340659340659	458.83306235776007	RB1;CHEK1	2	51	0.0392156862745098	2.4961290106079845	Negative Regulation Of Gene Expression, Epigenetic	"Negative Regulation Of Gene Expression,
Epigenetic"
GO_Biological_Process_2023	Regulation Of Telomere Maintenance Via Telomerase (GO:0032210)	2/51	0.0006553286359164845	0.003190589924361	0	0	62.59340659340659	458.83306235776007	ATM;ATR	2	51	0.0392156862745098	2.4961290106079845	Regulation Of Telomere Maintenance Via Telomerase	"Regulation Of Telomere Maintenance Via
Telomerase"
GO_Biological_Process_2023	Negative Regulation Of DNA-templated Transcription (GO:0045892)	5/1025	0.0006829933330636574	0.0032920278653668	0	0	9.29656862745098	67.76292541329127	RB1;CDKN2A;MDM2;BRCA1;TP53	5	1025	0.004878048780487805	2.482536497358972	Negative Regulation Of DNA-templated Transcription	"Negative Regulation Of DNA-templated
Transcription"
GO_Biological_Process_2023	Cellular Response To Alcohol (GO:0097306)	2/53	0.0007076560338338472	0.0033440216500775	0	0	60.13273001508296	436.1759087353045	RAD51;BRCA1	2	53	0.03773584905660377	2.4757309194869825	Cellular Response To Alcohol	Cellular Response To Alcohol
GO_Biological_Process_2023	Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029)	2/53	0.0007076560338338472	0.0033440216500775	0	0	60.13273001508296	436.1759087353045	CDKN1A;CDKN2A	2	53	0.03773584905660377	2.4757309194869825	Regulation Of Cyclin-Dependent Protein Kinase Activity	"Regulation Of Cyclin-Dependent Protein Kinase
Activity"
GO_Biological_Process_2023	Cellular Response To Peptide (GO:1901653)	2/56	0.0007898229967825743	0.0036256636614209	0	0	56.78347578347579	405.64421204981966	MDM2;TP53	2	56	0.03571428571428571	2.4406124861654725	Cellular Response To Peptide	Cellular Response To Peptide
GO_Biological_Process_2023	Nucleotide-Excision Repair (GO:0006289)	2/56	0.0007898229967825743	0.0036256636614209	0	0	56.78347578347579	405.64421204981966	BRCA2;TP53	2	56	0.03571428571428571	2.4406124861654725	Nucleotide-Excision Repair	Nucleotide-Excision Repair
GO_Biological_Process_2023	Positive Regulation Of Cellular Metabolic Process (GO:0031325)	2/56	0.0007898229967825743	0.0036256636614209	0	0	56.78347578347579	405.64421204981966	CDKN1A;TP53	2	56	0.03571428571428571	2.4406124861654725	Positive Regulation Of Cellular Metabolic Process	"Positive Regulation Of Cellular Metabolic
Process"
GO_Biological_Process_2023	Positive Regulation Of Mitochondrion Organization (GO:0010822)	2/58	0.0008470439593569769	0.0038516527208496	0	0	54.75	387.2882485613963	BAX;TP53	2	58	0.034482758620689655	2.414352877367285	Positive Regulation Of Mitochondrion Organization	"Positive Regulation Of Mitochondrion
Organization"
GO_Biological_Process_2023	Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235)	2/62	0.0009673256915685464	0.0043574858255704	0	0	51.08974358974359	354.61264900622035	BAX;TP53	2	62	0.03225806451612903	2.3607640169285995	Positive Regulation Of Apoptotic Signaling Pathway	"Positive Regulation Of Apoptotic Signaling
Pathway"
GO_Biological_Process_2023	Telomere Organization (GO:0032200)	2/63	0.0009986089739441929	0.0044567548651953	0	0	50.24968474148802	347.18247232150554	ATM;ATR	2	63	0.031746031746031744	2.3509812527481917	Telomere Organization	Telomere Organization
GO_Biological_Process_2023	Cellular Response To Light Stimulus (GO:0071482)	2/65	0.0010626264349573	0.0046142877626075	0	0	48.64957264957265	333.1041915085982	TP53;ATR	2	65	0.03076923076923077	2.335895324896078	Cellular Response To Light Stimulus	Cellular Response To Light Stimulus
GO_Biological_Process_2023	Positive Regulation Of Cell Cycle (GO:0045787)	2/65	0.0010626264349573	0.0046142877626075	0	0	48.64957264957265	333.1041915085982	CHEK1;MDM2	2	65	0.03076923076923077	2.335895324896078	Positive Regulation Of Cell Cycle	Positive Regulation Of Cell Cycle
GO_Biological_Process_2023	Positive Regulation Of DNA Biosynthetic Process (GO:2000573)	2/65	0.0010626264349573	0.0046142877626075	0	0	48.64957264957265	333.1041915085982	ATM;ATR	2	65	0.03076923076923077	2.335895324896078	Positive Regulation Of DNA Biosynthetic Process	"Positive Regulation Of DNA Biosynthetic
Process"
GO_Biological_Process_2023	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)	2/67	0.0011285741249095	0.004813917948729	0	0	47.14792899408284	319.9835776705031	CASP8;BAX	2	67	0.029850746268656716	2.317501316370485	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process	"Activation Of Cysteine-Type Endopeptidase
Activity Involved In Apoptotic Process"
GO_Biological_Process_2023	Extrinsic Apoptotic Signaling Pathway (GO:0097191)	2/67	0.0011285741249095	0.004813917948729	0	0	47.14792899408284	319.9835776705031	CASP8;BAX	2	67	0.029850746268656716	2.317501316370485	Extrinsic Apoptotic Signaling Pathway	Extrinsic Apoptotic Signaling Pathway
GO_Biological_Process_2023	Negative Regulation Of Protein Binding (GO:0032091)	2/71	0.0012662395991897	0.0053071955374733	0	0	44.405797101449274	296.26232154713927	CDKN1A;BAX	2	71	0.028169014084507043	2.2751349109986085	Negative Regulation Of Protein Binding	Negative Regulation Of Protein Binding
GO_Biological_Process_2023	Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569)	2/71	0.0012662395991897	0.0053071955374733	0	0	44.405797101449274	296.26232154713927	RAD51;CHEK1	2	71	0.028169014084507043	2.2751349109986085	Regulation Of Double-Strand Break Repair Via Homologous Recombination	"Regulation Of Double-Strand Break Repair Via
Homologous Recombination"
GO_Biological_Process_2023	Regulation Of Intracellular Signal Transduction (GO:1902531)	3/297	0.0012920785229575	0.0053631947385328	0	0	16.74404761904762	111.37308463100696	CHEK2;CHEK1;ATM	3	297	0.010101010101010102	2.2705764334425362	Regulation Of Intracellular Signal Transduction	"Regulation Of Intracellular Signal
Transduction"
GO_Biological_Process_2023	Cellular Response To Hypoxia (GO:0071456)	2/72	0.0013018543244986	0.0053631947385328	0	0	43.76923076923077	290.8012647685607	MDM2;TP53	2	72	0.027777777777777776	2.2705764334425362	Cellular Response To Hypoxia	Cellular Response To Hypoxia
GO_Biological_Process_2023	Cellular Response To Decreased Oxygen Levels (GO:0036294)	2/73	0.0013379471101985	0.0054651737891159	0	0	43.15059588299025	285.51104598113415	MDM2;TP53	2	73	0.0273972602739726	2.2623960232011955	Cellular Response To Decreased Oxygen Levels	Cellular Response To Decreased Oxygen Levels
GO_Biological_Process_2023	Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806)	2/74	0.0013745173165769	0.0055673726604209	0	0	42.5491452991453	280.3840881601199	CDKN1A;CDKN2A	2	74	0.02702702702702703	2.2543497075689998	Regulation Of Cell Cycle G1/S Phase Transition	"Regulation Of Cell Cycle G1/S Phase
Transition"
GO_Biological_Process_2023	Negative Regulation Of Phosphorylation (GO:0042326)	2/75	0.0014115643037611	0.0056697832867738	0	0	41.964172813487885	275.41324782087395	CDKN1A;CDKN2A	2	75	0.02666666666666667	2.2464335406056772	Negative Regulation Of Phosphorylation	Negative Regulation Of Phosphorylation
GO_Biological_Process_2023	Proteolysis Involved In Protein Catabolic Process (GO:0051603)	2/78	0.0015255595664545	0.0060770224052155	0	0	40.30161943319838	261.37188116066267	CASP8;MDM2	2	78	0.02564102564102564	2.216309162460727	Proteolysis Involved In Protein Catabolic Process	"Proteolysis Involved In Protein Catabolic
Process"
GO_Biological_Process_2023	Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	2/79	0.0015645072954225	0.0061810861999481	0	0	39.77622377622377	256.96173761592104	CDKN1A;CDKN2A	2	79	0.02531645569620253	2.2089351997990883	Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity	"Regulation Of Cyclin-Dependent Protein
Serine/Threonine Kinase Activity"
GO_Biological_Process_2023	Protein Modification Process (GO:0036211)	4/711	0.0015801427639758	0.0061921041645231	0	0	9.915391539153916	63.9566559056063	CHEK2;CHEK1;ATM;ATR	4	711	0.005625879043600563	2.2081617464955303	Protein Modification Process	Protein Modification Process
GO_Biological_Process_2023	Positive Regulation Of DNA-templated Transcription (GO:0045893)	5/1243	0.0016332742223285	0.0063486949609869	0	0	7.571486268174475	48.587503584140634	CHEK2;ATM;BRCA1;BRCA2;TP53	5	1243	0.004022526146419952	2.197315539194776	Positive Regulation Of DNA-templated Transcription	"Positive Regulation Of DNA-templated
Transcription"
GO_Biological_Process_2023	Regulation Of Phosphorylation (GO:0042325)	2/82	0.0016841894934286	0.0064942346866608	0	0	38.27884615384615	244.4667348921532	CDKN1A;CDKN2A	2	82	0.024390243902439025	2.187472021025677	Regulation Of Phosphorylation	Regulation Of Phosphorylation
GO_Biological_Process_2023	Epigenetic Regulation Of Gene Expression (GO:0040029)	2/83	0.0017250277788369	0.0065989157888843	0	0	37.80436847103514	240.5307527732223	CHEK1;TP53	2	83	0.024096385542168676	2.1805274137891457	Epigenetic Regulation Of Gene Expression	Epigenetic Regulation Of Gene Expression
GO_Biological_Process_2023	Negative Regulation Of Binding (GO:0051100)	2/86	0.0018503664133103	0.0069677860251219	0	0	36.44871794871795	229.34887761330484	CDKN1A;BAX	2	86	0.023255813953488372	2.156905194615732	Negative Regulation Of Binding	Negative Regulation Of Binding
GO_Biological_Process_2023	Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990)	2/86	0.0018503664133103	0.0069677860251219	0	0	36.44871794871795	229.34887761330484	CDKN1A;CDKN2A	2	86	0.023255813953488372	2.156905194615732	Regulation Of Mitotic Cell Cycle Phase Transition	"Regulation Of Mitotic Cell Cycle Phase
Transition"
GO_Biological_Process_2023	Negative Regulation Of Protein Kinase Activity (GO:0006469)	2/88	0.0019362723227191	0.0072347539500048	0	0	35.597495527728086	222.37722127867997	RB1;CDKN1A	2	88	0.022727272727272728	2.1405762344098034	Negative Regulation Of Protein Kinase Activity	"Negative Regulation Of Protein Kinase
Activity"
GO_Biological_Process_2023	Regulation Of Cell Population Proliferation (GO:0042127)	4/766	0.0020783084891846	0.0077057283983615	0	0	9.173466952994511	56.65717524080554	CDKN1A;CDKN2A;MDM2;TP53	4	766	0.005221932114882507	2.113186302508538	Regulation Of Cell Population Proliferation	Regulation Of Cell Population Proliferation
GO_Biological_Process_2023	Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	3/364	0.00231206078161	0.0084425249752728	0	0	13.590027700831024	82.48625010197594	ATM;BRCA1;TP53	3	364	0.008241758241758242	2.073527645930085	Positive Regulation Of Macromolecule Metabolic Process	"Positive Regulation Of Macromolecule
Metabolic Process"
GO_Biological_Process_2023	Regulation Of Protein Metabolic Process (GO:0051246)	2/96	0.0022985611577693	0.0084425249752728	0	0	32.55482815057283	197.78594479007495	CHEK2;MDM2	2	96	0.020833333333333332	2.073527645930085	Regulation Of Protein Metabolic Process	Regulation Of Protein Metabolic Process
GO_Biological_Process_2023	Response To UV (GO:0009411)	2/100	0.0024908343052083	0.0090269333466948	0	0	31.21978021978022	187.16687708215863	TP53;ATR	2	100	0.02	2.0444597642833076	Response To UV	Response To UV
GO_Biological_Process_2023	Negative Regulation Of Cell Population Proliferation (GO:0008285)	3/379	0.0025930632372506	0.0093272871668268	0	0	13.037898936170214	77.63958496365372	CDKN1A;CDKN2A;TP53	3	379	0.0079155672823219	2.0302446520515134	Negative Regulation Of Cell Population Proliferation	"Negative Regulation Of Cell Population
Proliferation"
GO_Biological_Process_2023	Positive Regulation Of DNA Metabolic Process (GO:0051054)	2/108	0.0028974379576251	0.0102688609968775	0	0	28.851959361393323	168.60878457384547	RAD51;BRCA1	2	108	0.018518518518518517	1.9884777248743382	Positive Regulation Of DNA Metabolic Process	Positive Regulation Of DNA Metabolic Process
GO_Biological_Process_2023	Response To Tumor Necrosis Factor (GO:0034612)	2/108	0.0028974379576251	0.0102688609968775	0	0	28.851959361393323	168.60878457384547	CASP8;BRCA1	2	108	0.018518518518518517	1.9884777248743382	Response To Tumor Necrosis Factor	Response To Tumor Necrosis Factor
GO_Biological_Process_2023	Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)	2/109	0.0029503191560754	0.0103799549870683	0	0	28.580877066858378	166.50767189744704	CASP8;BAX	2	109	0.01834862385321101	1.9838045298122466	Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process	"Positive Regulation Of Cysteine-Type
Endopeptidase Activity Involved In Apoptotic
Process"
GO_Biological_Process_2023	Mitotic Cell Cycle Phase Transition (GO:0044772)	2/111	0.0030574452255414	0.01067890288921	0	0	28.05363443895554	162.4354697698338	CDKN1A;CHEK2	2	111	0.018018018018018018	1.9714733628165102	Mitotic Cell Cycle Phase Transition	Mitotic Cell Cycle Phase Transition
GO_Biological_Process_2023	Positive Regulation Of Cellular Component Organization (GO:0051130)	2/113	0.0031663854030102	0.0109798400305821	0	0	27.545391545391546	158.52826212485263	RB1;BAX	2	113	0.017699115044247787	1.9594039872394386	Positive Regulation Of Cellular Component Organization	"Positive Regulation Of Cellular Component
Organization"
GO_Biological_Process_2023	Response To Endoplasmic Reticulum Stress (GO:0034976)	2/114	0.003221534238839	0.0110912821651458	0	0	27.298076923076923	156.63356900273516	BAX;TP53	2	114	0.017543859649122806	1.9550182460004384	Response To Endoplasmic Reticulum Stress	Response To Endoplasmic Reticulum Stress
GO_Biological_Process_2023	Cellular Response To Oxidative Stress (GO:0034599)	2/117	0.0033896883352085	0.0115874452309964	0	0	26.581939799331103	151.17195146203872	ATM;TP53	2	117	0.017094017094017096	1.9360123055708343	Cellular Response To Oxidative Stress	Cellular Response To Oxidative Stress
GO_Biological_Process_2023	Regulation Of Protein Binding (GO:0043393)	2/118	0.0034466401799523	0.0116479163964899	0	0	26.351458885941646	149.42213675257386	CDKN1A;BAX	2	118	0.01694915254237288	1.9337517551904995	Regulation Of Protein Binding	Regulation Of Protein Binding
GO_Biological_Process_2023	Cellular Response To Tumor Necrosis Factor (GO:0071356)	2/119	0.0035040412396079	0.0116479163964899	0	0	26.12491781722551	147.7060618977154	BRCA1;TP53	2	119	0.01680672268907563	1.9337517551904995	Cellular Response To Tumor Necrosis Factor	Cellular Response To Tumor Necrosis Factor
GO_Biological_Process_2023	Regulation Of Protein Kinase Activity (GO:0045859)	2/119	0.0035040412396079	0.0116479163964899	0	0	26.12491781722551	147.7060618977154	RB1;CDKN1A	2	119	0.01680672268907563	1.9337517551904995	Regulation Of Protein Kinase Activity	Regulation Of Protein Kinase Activity
GO_Biological_Process_2023	Regulation Of Protein-Containing Complex Assembly (GO:0043254)	2/119	0.0035040412396079	0.0116479163964899	0	0	26.12491781722551	147.7060618977154	RB1;BAX	2	119	0.01680672268907563	1.9337517551904995	Regulation Of Protein-Containing Complex Assembly	"Regulation Of Protein-Containing Complex
Assembly"
GO_Biological_Process_2023	Regulation Of Protein Catabolic Process (GO:0042176)	2/122	0.0036789335760283	0.0119532714864775	0	0	25.46794871794872	142.75122344884733	CHEK2;MDM2	2	122	0.01639344262295082	1.9225132165501937	Regulation Of Protein Catabolic Process	Regulation Of Protein Catabolic Process
GO_Biological_Process_2023	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C (GO:0008635)	1/5	0.0037446970839379	0.0119532714864775	0	0	356.80357142857144	1993.609466758919	BAX	1	5	0.2	1.9225132165501937	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C	"Activation Of Cysteine-Type Endopeptidase
Activity Involved In Apoptotic Process By
Cytochrome C"
GO_Biological_Process_2023	Double-Strand Break Repair Via Synthesis-Dependent Strand Annealing (GO:0045003)	1/5	0.0037446970839379	0.0119532714864775	0	0	356.80357142857144	1993.609466758919	RAD51	1	5	0.2	1.9225132165501937	Double-Strand Break Repair Via Synthesis-Dependent Strand Annealing	"Double-Strand Break Repair Via Synthesis-
Dependent Strand Annealing"
GO_Biological_Process_2023	Establishment Of Protein Localization To Telomere (GO:0070200)	1/5	0.0037446970839379	0.0119532714864775	0	0	356.80357142857144	1993.609466758919	BRCA2	1	5	0.2	1.9225132165501937	Establishment Of Protein Localization To Telomere	"Establishment Of Protein Localization To
Telomere"
GO_Biological_Process_2023	Regulation Of Pentose-Phosphate Shunt (GO:0043456)	1/5	0.0037446970839379	0.0119532714864775	0	0	356.80357142857144	1993.609466758919	TP53	1	5	0.2	1.9225132165501937	Regulation Of Pentose-Phosphate Shunt	Regulation Of Pentose-Phosphate Shunt
GO_Biological_Process_2023	Regulation Of Thymocyte Apoptotic Process (GO:0070243)	1/5	0.0037446970839379	0.0119532714864775	0	0	356.80357142857144	1993.609466758919	TP53	1	5	0.2	1.9225132165501937	Regulation Of Thymocyte Apoptotic Process	Regulation Of Thymocyte Apoptotic Process
GO_Biological_Process_2023	Regulation Of Mitotic Cell Cycle (GO:0007346)	2/125	0.0038578467913376	0.0122334352198996	0	0	24.84302689180738	138.06875095168758	RB1;MDM2	2	125	0.016	1.9124515734166811	Regulation Of Mitotic Cell Cycle	Regulation Of Mitotic Cell Cycle
GO_Biological_Process_2023	Cellular Response To Starvation (GO:0009267)	2/126	0.0039183752064815	0.0122640055163903	0	0	24.641439205955336	136.5647830213751	CDKN1A;TP53	2	126	0.015873015873015872	1.911367662806541	Cellular Response To Starvation	Cellular Response To Starvation
GO_Biological_Process_2023	Protein-Containing Complex Organization (GO:0043933)	2/126	0.0039183752064815	0.0122640055163903	0	0	24.641439205955336	136.5647830213751	MDM2;TP53	2	126	0.015873015873015872	1.911367662806541	Protein-Containing Complex Organization	Protein-Containing Complex Organization
GO_Biological_Process_2023	Regulation Of DNA Repair (GO:0006282)	2/129	0.0041026239444549	0.0127578370401759	0	0	24.0557238037553	132.21334975182162	BRCA1;ATR	2	129	0.015503875968992248	1.894222949528745	Regulation Of DNA Repair	Regulation Of DNA Repair
GO_Biological_Process_2023	Circulatory System Development (GO:0072359)	2/132	0.0042908551466779	0.0132576421839666	0	0	23.497041420118343	128.0886989134183	CDKN1A;CASP8	2	132	0.015151515151515152	1.87753370651519	Circulatory System Development	Circulatory System Development
GO_Biological_Process_2023	DNA Strand Resection Involved In Replication Fork Processing (GO:0110025)	1/6	0.0044920683932145	0.0136174651920088	0	0	285.42857142857144	1542.8675927558304	BRCA1	1	6	0.16666666666666666	1.8659037261659244	DNA Strand Resection Involved In Replication Fork Processing	"DNA Strand Resection Involved In Replication
Fork Processing"
GO_Biological_Process_2023	Positive Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903896)	1/6	0.0044920683932145	0.0136174651920088	0	0	285.42857142857144	1542.8675927558304	BAX	1	6	0.16666666666666666	1.8659037261659244	Positive Regulation Of IRE1-mediated Unfolded Protein Response	"Positive Regulation Of IRE1-mediated Unfolded
Protein Response"
GO_Biological_Process_2023	Regulation Of Collagen Fibril Organization (GO:1904026)	1/6	0.0044920683932145	0.0136174651920088	0	0	285.42857142857144	1542.8675927558304	RB1	1	6	0.16666666666666666	1.8659037261659244	Regulation Of Collagen Fibril Organization	Regulation Of Collagen Fibril Organization
GO_Biological_Process_2023	Negative Regulation Of Cellular Biosynthetic Process (GO:0031327)	2/137	0.0046133792489356	0.0138978049874186	0	0	22.62108262108262	121.67415851215912	CDKN1A;BRCA1	2	137	0.014598540145985401	1.8570537865896664	Negative Regulation Of Cellular Biosynthetic Process	"Negative Regulation Of Cellular Biosynthetic
Process"
GO_Biological_Process_2023	Positive Regulation Of Gene Expression (GO:0010628)	3/480	0.0050411249764934	0.0150920635942226	0	0	10.224318658280922	54.087934091037305	ATM;BRCA1;TP53	3	480	0.00625	1.821251373457673	Positive Regulation Of Gene Expression	Positive Regulation Of Gene Expression
GO_Biological_Process_2023	Negative Regulation Of Apoptotic Process (GO:0043066)	3/482	0.0050999225732571	0.0151207062453746	0	0	10.180584551148224	53.738520167334826	RB1;MDM2;TP53	3	482	0.006224066390041493	1.8204279236955285	Negative Regulation Of Apoptotic Process	Negative Regulation Of Apoptotic Process
GO_Biological_Process_2023	ER Overload Response (GO:0006983)	1/7	0.0052389168941443	0.0151207062453746	0	0	237.8452380952381	1249.0776854949	TP53	1	7	0.14285714285714285	1.8204279236955285	ER Overload Response	ER Overload Response
GO_Biological_Process_2023	Histone H2A K63-linked Deubiquitination (GO:0070537)	1/7	0.0052389168941443	0.0151207062453746	0	0	237.8452380952381	1249.0776854949	BRCA1	1	7	0.14285714285714285	1.8204279236955285	Histone H2A K63-linked Deubiquitination	Histone H2A K63-linked Deubiquitination
GO_Biological_Process_2023	Negative Regulation Of Mitochondrial Membrane Potential (GO:0010917)	1/7	0.0052389168941443	0.0151207062453746	0	0	237.8452380952381	1249.0776854949	BAX	1	7	0.14285714285714285	1.8204279236955285	Negative Regulation Of Mitochondrial Membrane Potential	"Negative Regulation Of Mitochondrial Membrane
Potential"
GO_Biological_Process_2023	Positive Regulation Of Execution Phase Of Apoptosis (GO:1900119)	1/7	0.0052389168941443	0.0151207062453746	0	0	237.8452380952381	1249.0776854949	TP53	1	7	0.14285714285714285	1.8204279236955285	Positive Regulation Of Execution Phase Of Apoptosis	"Positive Regulation Of Execution Phase Of
Apoptosis"
GO_Biological_Process_2023	Positive Regulation Of Myeloid Cell Apoptotic Process (GO:0033034)	1/7	0.0052389168941443	0.0151207062453746	0	0	237.8452380952381	1249.0776854949	CDKN2A	1	7	0.14285714285714285	1.8204279236955285	Positive Regulation Of Myeloid Cell Apoptotic Process	"Positive Regulation Of Myeloid Cell Apoptotic
Process"
GO_Biological_Process_2023	Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)	2/149	0.005431934438354	0.0154922627176724	0	0	20.761904761904763	108.28288294418904	RB1;CDKN2A	2	149	0.013422818791946308	1.8098851468610135	Negative Regulation Of DNA-binding Transcription Factor Activity	"Negative Regulation Of DNA-binding
Transcription Factor Activity"
GO_Biological_Process_2023	Negative Regulation Of Protein Phosphorylation (GO:0001933)	2/149	0.005431934438354	0.0154922627176724	0	0	20.761904761904763	108.28288294418904	RB1;CDKN1A	2	149	0.013422818791946308	1.8098851468610135	Negative Regulation Of Protein Phosphorylation	"Negative Regulation Of Protein
Phosphorylation"
GO_Biological_Process_2023	Cellular Response To Organic Cyclic Compound (GO:0071407)	2/152	0.0056462987842181	0.0160089177293714	0	0	20.343589743589742	105.31378055216794	RAD51;BRCA1	2	152	0.013157894736842105	1.7956380272343155	Cellular Response To Organic Cyclic Compound	Cellular Response To Organic Cyclic Compound
GO_Biological_Process_2023	DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Transcription Of P21 Class Mediator (GO:0006978)	1/8	0.0059852428364459	0.0162987968766493	0	0	203.8571428571429	1043.434298452164	TP53	1	8	0.125	1.7878444525970703	DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Transcription Of P21 Class Mediator	"DNA Damage Response, Signal Transduction By
P53 Class Mediator Resulting In Transcription
Of P21 Class Mediator"
GO_Biological_Process_2023	Mitochondrial Fragmentation Involved In Apoptotic Process (GO:0043653)	1/8	0.0059852428364459	0.0162987968766493	0	0	203.8571428571429	1043.434298452164	BAX	1	8	0.125	1.7878444525970703	Mitochondrial Fragmentation Involved In Apoptotic Process	"Mitochondrial Fragmentation Involved In
Apoptotic Process"
